"","PLOT_ID","X.1","X","specie.x","IFN3_ID","SUM_DBH","SUM_H","BASAL_AREA","DENSITY","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","MEAN_DBH","MEAN_H","QM_DBH","DOMINANT_H","Estadillo","Clase","Subclase","PosEsp","Ocupa","Estado_pcespparc","FPMasa","Edad","FInfor","Fiabil","Barrena1","Barrena2","Barrena3","AltPer","OrgMasa1","OrgMasa2","TratMasa","INVENTORY_ID","PLOT_ID.x","Provincia","CoorX","Coory","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","INE","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosid","Textura","MatOrg","PhSuelo","FechaPh","HoraPh","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","Equipo","JefeEq","FechaIni","HoraIni","FechaFin","HoraFin","Tiempo","Resid","RumboF1","RumboF2","DistFoto","CarFoto1","NumFoto1","ConFoto1","CarFoto2","NumFoto2","ConFoto2","Estado_pcparcelas","Tecnico","MASTER_CLASE","AGE","MUNICIPALITY","SPECIE_IFN_ID","Fecha_IFN3","Año_IFN3","EXEC_TIME","G_sp.x","N_sp.x","sp_1.x","sp_2.x","sp_3.x","G_sp_1.x","G_sp_2.x","G_sp_3.x","N_sp_1.x","N_sp_2.x","N_sp_3.x","IFN3_specie","specie.y","G_sp.y","N_sp.y","sp_1.y","sp_2.y","sp_3.y","G_sp_1.y","G_sp_2.y","G_sp_3.y","N_sp_1.y","N_sp_2.y","N_sp_3.y","PLOT_TYPE"
"49","9_1234",23717,186136,21,"9_1234_A_1",17668.8765177084,13163.39989425,23.0413095202691,1138.84203723534,0,381.971863420549,350.14087480217,350.14087480217,56.5884242104517,0,0,0,0,15.5147737263032,11.5585827216262,16.0500686201363,13.0655080213904,1234,"A","1",1,6,4,2,30,1,3,NA,NA,NA,NA,2,"J",1,"IFN3","9_1234",9,NA,NA,0,1985,"M","0006",1997,"","3-4",2003,44,1,1,2,95,85,1,2,2,2,2,4,"04/16/03 00:00:00","12/30/99 10:28:00",1,2,1,1,6,3,NA,NA,"0","0","","1",3,10,0,2.5,0,3,"2",2,"PARCELA LOCALIZADA POR FOTOS AEREAS Y PIES IFN2.NO SE LE DA OCUPACION AL MAJUELO POR SER MUY ESCASO.DIAMETROS DE PIE N.9 COMPROBADOS.
PIE N.56 MEDIDO POR DEBAJO DE LA BIFURCACION.
SE CORRIGE CALIDAD A PIES N.2,7,9,33,34 Y45.SE CORRIGE FORMA A PIES  N.7,33,45,46 Y 56.",4,59,"04/16/03 00:00:00","12/30/99 10:23:54","04/16/03 00:00:00","12/30/99 13:00:42",157,274,70,270,10,179389,26,15,179389,25,16,"D",5,"A1",31,44,21,"3-04-16",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1234_A_1_",21,132049.664775105,551.737136051904,21,43,NA,132049.664775105,98363.4304275859,NA,551.737136051904,587.104901183436,NA,"IFN"
"51","9_1237",23721,186143,21,"9_1237_A_1",9844.93578812125,5416.25170475661,18.022814807028,438.560287631001,0,0,31.8309886183791,222.816920328653,113.176848420903,70.7355302630646,0,0,0,22.4483065744536,12.350073313783,22.8745056892301,13.7897727272727,1237,"A","1",1,9,4,2,35,1,3,NA,NA,NA,NA,2,"B",1,"IFN3","9_1237",9,NA,NA,0,1984,"M","0007",1997,"","4-3",2003,431,1,1,2,95,85,1,1,2,3,2,4,"03/06/03 00:00:00","12/30/99 16:12:00",1,2,1,1,5,3,NA,NA,"3","2","P","0",NA,40,0,1.2,0,1,"1",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR CROQUIS Y SILICONA IFN2. EL RUMBO DEL PIE N.1 ES 397 AUNQUE ANOTE 0 POR SEGUIR ORDEN IFN2. PIE N.4, COMPROBADOS LOS DIAMETROS Y ALTURA. PIE N.5, RUMBO COMPROBADO. LA REGENERACION ESTA COMPROBADA.",25,52,"03/06/03 00:00:00","12/30/99 15:01:03","03/06/03 00:00:00","12/30/99 16:22:25",81,274,245,45,10,352825,10,31,352825,9,32,"D",5,"A1",36,431,21,"3-03-06",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1237_A_1_",21,180228.14807028,438.560287631001,21,NA,NA,180228.14807028,NA,NA,438.560287631001,NA,NA,"IFN"
"52","9_1243",23729,186157,21,"9_1243_A_1",23499.3606299604,17267.0252249204,35.1519985706391,1308.6073098667,0,254.647908947033,190.985931710274,763.943726841098,99.0297423682904,0,0,0,0,17.9575342830342,13.1949631449631,18.4937677489517,15.3476658476658,1243,"A","1",1,8,4,2,35,1,3,NA,NA,NA,NA,2,"I",1,"IFN3","9_1243",9,NA,NA,0,1985,"M","0006",1997,"","3-4",2003,44,1,1,2,95,85,1,2,1,2,2,4,"04/03/03 00:00:00","12/30/99 14:59:00",1,2,1,1,8,3,NA,NA,"0","0","","1",NA,100,260,2.8,2.5,2,"2",2,"PARCELA LOCALIZADA POR PIES IFN2 Y FOTOS AEREAS.
SE CORRIGE CALIDAD A PIE 10.SE CORRIGE FORMA A PIES 12 Y 21.
HAY BASTANTE MATORRAL SECO EN LA PARCELA.",4,59,"04/03/03 00:00:00","12/30/99 13:04:02","04/03/03 00:00:00","12/30/99 15:04:55",121,274,170,370,10,179351,22,19,179351,21,20,"D",5,"A1",31,44,21,"3-04-03",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1243_A_1_",21,343788.44822405,1181.28335539318,21,43,NA,343788.44822405,7731.53748234088,NA,1181.28335539318,127.323954473516,NA,"IFN"
"54","9_1244",23733,186159,21,"9_1244_A_1",24373.7096025788,20665.5459289231,31.2010800407929,1573.86554835319,0,509.295817894065,636.619772367581,413.802852038928,14.1471060526129,0,0,0,0,15.4865259158142,13.1304392236976,15.8875181129931,13.7243401759531,1244,"A","1",1,8,3,2,30,1,3,NA,NA,NA,NA,2,"I",1,"IFN3","9_1244",9,NA,NA,0,1985,"M","0006",1997,"","4-3",2003,44,1,1,2,95,95,1,3,2,2,2,4,"03/27/03 00:00:00","12/30/99 09:48:00",1,2,1,1,8,3,NA,NA,"0","0","","3",1,390,0,3,0,2,"2",2,"PARCELA LOCALIZADA POR PIES IFN2 Y FOTOS AEREAS.LA MASA ES UNA REPOBLACION DE PINO SILVESTRE CON SUBPISO DE REBOLLO.SE CORRIGE FORMA A PIES N.10,11,13,22,24,30,42 Y 44.",4,59,"03/27/03 00:00:00","12/30/99 09:40:38","03/27/03 00:00:00","12/30/99 11:57:20",137,274,150,350,10,977361,4,37,977361,3,38,"D",5,"A1",31,44,21,"3-03-27",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1244_A_1_",21,312010.800407929,1573.86554835319,21,NA,NA,312010.800407929,NA,NA,1573.86554835319,NA,NA,"IFN"
"55","9_1253",23741,186179,21,"9_1253_A_1",14172.118588654,9891.72085701446,21.4534113683454,827.605704077856,0,254.647908947033,127.323954473516,318.309886183791,84.8826363156775,42.4413181578388,0,0,0,17.1242398630457,11.9522144522145,18.1673466029008,15.8011363636364,1253,"A","1",1,7,4,2,45,1,3,NA,NA,NA,NA,2,"J",1,"IFN3","9_1253",9,NA,NA,0,1985,"M","0006",1997,"","3-4",2003,5,1,1,2,95,85,1,2,2,2,2,4,"04/08/03 00:00:00","12/30/99 13:48:00",1,2,1,1,5,4,NA,NA,"3","P","","1",NA,180,0,4.5,0,2,"2",2,"PARCELA LOCALIZADA POR PIES IFN2,FOTOS AEREAS Y CROQUIS.10% RESTANTE DE OCUPACION PARA RESTO DE ESPECIES.SE DA LA MASA COMO PLANTACION POR EL PREDOMINIO DEL PINO.
SE CORRIGE CALIDAD Y FORMA A PIE N.16.
ALTURA DE PIE N.16  COMPROBADA.HAY DESBROCE EN LA PARCELA.",4,59,"04/08/03 00:00:00","12/30/99 11:59:49","04/08/03 00:00:00","12/30/99 14:03:24",124,274,130,330,10,179351,10,31,179351,9,32,"D",5,"A1",31,5,21,"3-04-08",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1253_A_1_",21,170413.115002224,445.633840657307,21,43,NA,170413.115002224,44120.9986812307,NA,445.633840657307,381.971863420549,NA,"IFN"
"57","9_1254",23745,186181,21,"9_1254_A_1",16161.2122134629,12147.0589344248,29.795130116696,710.892079143799,0,0,63.6619772367581,350.14087480217,169.765272631355,127.323954473516,0,0,0,22.7337069684719,17.0870646766169,23.1007385486495,18.0227272727273,1254,"A","1",1,9,4,2,40,1,3,NA,NA,NA,NA,2,"I",1,"IFN3","9_1254",9,NA,NA,0,1985,"M","0006",1997,"","4-3",2003,431,1,1,2,95,85,1,1,3,2,2,4,"03/27/03 00:00:00","12/30/99 13:42:00",1,2,1,1,8,3,NA,NA,"0","J","P","1",NA,20,0,4.8,0,2,"1",1,"PARCELA LOCALIZADA POR PIES IFN2 Y FOTOS AEREAS.SE CORRIGE COMPOSICION ESPECIFICA PUESTO QUE LA PARCELA SE HA DESBROZADO Y SOLO SE HAN DEJADO ALGUNOS PIES DE REBOLLO AISLADOS,Y EL MAJUELO QUE QUEDA ES DE REBROTE.
PIE N.2 ENTRA POR CORRECCION  DE PENDIENTE.
PIE N.33 ENTRA POR CORRECCION DE PENDIENTE.",4,59,"03/27/03 00:00:00","12/30/99 13:36:57","03/27/03 00:00:00","12/30/99 15:46:16",129,274,245,45,10,977361,2,39,977361,1,40,"D",5,"A1",40,431,21,"3-03-27",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1254_A_1_",21,290079.059099459,679.06109052542,21,43,NA,290079.059099459,7872.24206750131,NA,679.06109052542,31.8309886183791,NA,"IFN"
"59","9_1255",23746,186183,21,"9_1255_A_1",2974.21440073468,1898.28441215061,4.40797534569587,159.154943091895,0,0,63.6619772367581,95.4929658551372,0,0,0,0,0,18.6875402230981,11.9272727272727,18.778658835382,11.8181818181818,1255,"A","1",1,9,3,2,30,1,4,NA,NA,NA,NA,2,"A",1,"IFN3","9_1255",9,NA,NA,0,1984,"M","0007",1997,"","4-3",2003,431,1,1,2,50,40,1,1,2,3,1,4,"03/05/03 00:00:00","12/30/99 16:30:00",1,2,1,1,7,3,NA,NA,"0","G","9","0",NA,270,0,0.5,0,1,"1",1,"REJON NO LOCALIZADO, PERO SI EL CENTRO DE PARCELA POR FOTOS AEREAS, SILICONA EN UN PIE Y CENTRANDO CON DISTANCIA Y RUMBO A LOS DEMAS PIES (TRIANGULACION). SE HAN CORTADO PIES AL ENSANCHAR LA PISTA. LA REGENERACION ESTA COMPROBADA.",25,52,"03/05/03 00:00:00","12/30/99 15:17:14","03/05/03 00:00:00","12/30/99 16:35:07",78,274,255,55,10,352825,14,27,352825,13,28,"D",5,"A1",31,431,21,"3-03-05",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1255_A_1_",21,44079.7534569587,159.154943091895,21,NA,NA,44079.7534569587,NA,NA,159.154943091895,NA,NA,"IFN"
"60","9_1257",23754,186187,21,"9_1257_A_1",26324.9438182884,18147.1681364755,35.7785788948209,1602.15976045841,0,254.647908947033,604.788783749202,700.281749604339,42.4413181578388,0,0,0,0,16.4309106170263,11.3266907485451,16.862178901608,13.4893939393939,1257,"A","1",1,10,3,2,25,5,4,NA,NA,NA,NA,2,"I",1,"IFN3","9_1257",9,NA,NA,0,1984,"M","0007",1997,"","4-3",2003,303,1,1,2,90,80,1,1,2,2,2,4,"03/06/03 00:00:00","12/30/99 13:32:00",1,2,1,1,9,3,NA,NA,"0","0","","5",0,30,0,4.8,0,1,"1",3,"REJON LOCALIZADO POR FOTOS AEREAS Y POR CROQUIS IFN2. PARCELA  DESPLAZADA EN IFN2 POR ESTAR A CABALLO ENTRE DOS TESELAS.    DESPLAZAMIENTO DE 23 M RUMBO 239 G. MARCO DE PLANTACION ES DE 1.5 M X 1.5 M AL TRESBOLILLO EN CADA LINEA, CON SEPARACION ENTRE LINEAS DE 5 M. HAY PODA NATURAL HASTA 8 M. PIE N.1 EL RUMBO REAL ES 397, AUNQUE SE ANOTE RUMBO 0 PARA SEGUIR EL ORDEN. LA   DIFERENCIA DE RUMBOS ES DE 6 GRADOS MENOS RESPECTO A IFN2. SE CORRIGE PARAMETRO ESPECIAL. PIE CON RUMBO 111, NO ENTRA POR DIAMETRO PARA 225 MM.  PIE CON RUMBO 182, NO ENTRA PARA 225 MM  POR DIAMETRO. PIE N.36, BIFURCACION PARTIDA POR EL VIENTO. PIES 39 Y 41 ENTRAN POR DISTANCIA REDUCIDA.  PIE CON RUMBO 398, NO ENTRA POR DISTANCIA PARA 125 MM. CERCA DE LA PARCELA HAY REBOLLOS.",25,52,"03/06/03 00:00:00","12/30/99 10:39:45","03/06/03 00:00:00","12/30/99 13:36:12",176,274,325,125,10,352825,12,29,352825,11,30,"D",5,"A1",26,303,21,"3-03-06",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1257_A_1_",21,357785.788948209,1602.15976045841,21,NA,NA,357785.788948209,NA,NA,1602.15976045841,NA,NA,"IFN"
"61","9_1260",23755,186193,21,"9_1260_A_1",9199.50750757854,5759.1582639637,14.6766330121539,470.39127624938,0,0,63.6619772367581,350.14087480217,42.4413181578388,0,14.1471060526129,0,0,19.5571388588027,12.2433356117567,19.9314386571948,13.2887700534759,1260,"A","1",1,9,4,2,25,5,4,NA,NA,NA,NA,2,"I",1,"IFN3","9_1260",9,NA,NA,0,1984,"M","0008",1997,"","4-4",2003,431,1,1,2,90,80,1,1,2,2,3,4,"03/10/03 00:00:00","12/30/99 13:43:00",1,2,1,1,11,2,NA,NA,"3","I","S","0",NA,385,0,1.2,0,1,"1",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR PIES IFN2, AYUDADO DEL CROQUIS. LA MASA DESPUES DE LAS CORTAS SE APRECIA PURA CON ALGUN PIE ESPORADICO DE REBOLLO. EL MARCO DE PLANTACION ES DE 1.5 M X 2 M AL TRESBOLILLO, Y LA SEPARACION ENTRE LINEAS ES DE 5 M. SE HAN CORTADO REBOLLOS EN ESTADO LATIZAL DEJANDO PIES   FUSTALES DE ESTA ESPECIE. LA REGENERACION ESTA COMPROBADA. HAY HELECHOS Y MUSGOS.",25,52,"03/10/03 00:00:00","12/30/99 11:57:14","03/10/03 00:00:00","12/30/99 13:50:21",113,274,170,370,10,352825,4,37,352825,3,38,"D",5,"A1",26,431,21,"3-03-10",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1260_A_1_",21,125896.725595381,424.413181578388,21,43,NA,125896.725595381,20869.604526158,NA,424.413181578388,45.978094670992,NA,"IFN"
"63","9_1278",23763,186229,21,"9_1278_A_1",9047.63854472932,5438.75846438577,8.74743835667823,763.943726841098,0,509.295817894065,254.647908947033,0,0,0,0,0,0,11.8433311601906,7.11931818181818,12.0743794572628,8.70454545454545,1278,"A","1",1,7,3,2,25,5,3,NA,NA,NA,NA,2,"I",1,"IFN3","9_1278",9,NA,NA,0,1985,"L","0003",1997,"","3-1",2003,48,1,1,2,100,95,1,2,1,3,1,4,"05/19/03 00:00:00","12/30/99 13:58:00",1,2,1,1,8,5,NA,NA,"0","0","","5",NA,360,0,6.5,0,1,"2",2,"REJON LOCALIZADO POR FOTOS INFO2. 
MARCO DE PLANTACION ES DE 2X4 APROX.
 PINO A 16G NO ENTRA POR DM .
PINO A 85G NO ENTRA POR DM.
 ARBOL N.16 DIST. COMPROBADA
. PINO A 133G NO ENTRA POR DIST. ARBOL N.24 FORMA COMPROBADA.
 ARBOL N.25 ENTRA POR C.P.
 PINO A 275G NO ENTRA POR  DIST. (COMPROBADA). 
PINO A 291G NO ENTRA POR DIST.(COMPROB.)
. ARBOL N.49 ENTRA POR C.P.
 REBOLLO A 387G NO ENTRA POR  DIST.(COMP).",11,9,"05/19/03 00:00:00","12/30/99 13:17:42","05/19/03 00:00:00","12/30/99 15:49:32",NA,56,58,159,10,352817,10,31,352817,9,32,"D",3,"A1",21,48,21,"3-05-19",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1278_A_1_",43,43836.396850506,509.295817894065,43,21,NA,43836.396850506,43637.9867162763,NA,509.295817894065,254.647908947033,NA,"IFN"
"65","9_1287",23767,186246,21,"9_1287_A_1",12921.13131152,6275.36687231529,18.4331241411187,816.995374538396,0,254.647908947033,222.816920328653,254.647908947033,42.4413181578388,42.4413181578388,0,0,0,15.8154277419507,7.681031090122,16.9490255511731,12.870523415978,1287,"A","1",1,8,4,4,0,NA,NA,NA,NA,NA,NA,2,"J",1,"IFN3","9_1287",9,NA,NA,0,1985,"L","0004",1997,"","3-1",2003,126,1,1,2,100,80,1,2,1,3,1,4,"05/28/03 00:00:00","12/30/99 09:43:00",1,2,1,1,6,6,NA,NA,"0","3","","5",NA,20,0,9.2,0,1,"2",2,"REJON LOCALIZADO POR FOTOS INFO2. 
PINOS PLANTADOS EN TERRAZAS A UNOS 8MTS ENTRE TERRAZAS Y 1.5X 1.5MTS.  ENTRE SI. 
PINO A 24G NO     ENTRA POR DM.
ARBOL  N.2 ENTRA  POR C.P.
ROBLE A 59G NO ENTRA POR DM. (JUSTO Y COMP.). 
ROBLE A 147G NO ENTRA POR DM.
 PINO A 234G NO ENTRA  POR   DM.
 
ARBOL N.26 ENTRA POR C.P. 
PINO A 284G NO ENTRA POR DIST.",11,9,"05/28/03 00:00:00","12/30/99 09:27:52","05/28/03 00:00:00","12/30/99 11:44:07",136,56,90,378,10,352838,20,21,352838,19,22,"D",3,"A1",26,126,21,"3-05-28",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1287_A_1_",21,152195.325920316,611.862336775509,21,43,NA,152195.325920316,32135.9154908715,NA,611.862336775509,205.133037762887,NA,"IFN"
"67","9_1295",23771,186265,21,"9_1295_A_1",4427.95169612496,1315.35933775544,6.45214675787023,265.258238486492,0,127.323954473516,0,95.4929658551372,28.2942121052258,14.1471060526129,0,0,0,16.692984622796,4.95878787878788,17.5983818681654,9.05606060606061,1295,"A","1",1,7,4,2,25,5,3,NA,NA,NA,NA,2,"I",1,"IFN3","9_1295",9,NA,NA,0,1985,"M","0003",1997,"","3-3",2003,360,1,1,2,100,70,1,2,1,3,1,4,"05/29/03 00:00:00","12/30/99 10:45:00",1,2,1,1,4,5,NA,NA,"0","0","","5",NA,100,0,6.5,0,1,"3",3,"REJON LOCALIZADO POR FOTOS INFO2. DEJO UN 10% DE OCUP. DEMAS SP. 
LOS PINOS  ESTAN PLANTADOS EN   TERRAZAS SEPARADAS UNOS  10MTS.   ENTRE SI. Y  TIENEN EN LA TERRAZA UN MARCO DE 2X1.5MTS.
ARBOL N.3 MEDIDO A 1.50MTS.
ARBOL N.11  DMS.  COMP.",11,9,"05/29/03 00:00:00","12/30/99 10:25:57","05/29/03 00:00:00","12/30/99 11:51:29",86,56,53,243,7,352838,16,25,352838,15,26,"D",3,"A1",21,360,21,"3-05-29",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1295_A_1_",21,46336.7409161407,219.2801438155,21,43,NA,46336.7409161407,18184.7266625616,NA,219.2801438155,45.978094670992,NA,"IFN"
"69","9_1339",23792,186340,21,"9_1339_A_1",12733.114305561,9764.38404153545,20.4035202656102,715.98503732274,0,254.647908947033,127.323954473516,159.154943091895,127.323954473516,28.2942121052258,14.1471060526129,0,5.09295817894065,17.784050841584,13.6376928742074,19.0482743668153,16.0541007905138,1339,"A","1",1,6,4,4,0,NA,NA,NA,NA,NA,NA,3,"5",1,"IFN3","9_1339",9,NA,NA,0,1985,"J","0005",1997,"","1-2",2003,463,1,1,1,95,85,1,2,3,2,2,4,"04/01/03 00:00:00","12/30/99 14:45:00",1,2,1,1,11,3,NA,NA,"A","P","","0",NA,350,0,5,0,1,"1",2,"PARCELA LOCALIZADA POR PIES IFN2 Y FOTOS AEREAS.10% RESTANTE DE OCUPACION PARA RESTO DE ESPECIES.
PIE RUMBO 50 NO ENTRA POR DISTANCIA.
SE CORRIGE CALIDAD A PIES N.7,21 Y 26.SE CORRIGE FORMA A PIES N.1,7 Y 26.HAY JUNIPERUS COMMUNIS EN LOS ALREDEDORES DE LA PARCELA.LOS REBOLLOS PARECEN ESTAR HIBRIDADOS.",4,59,"04/01/03 00:00:00","12/30/99 13:06:07","04/01/03 00:00:00","12/30/99 14:50:31",104,274,11,211,10,179351,30,11,179351,29,12,"D",5,"A1",31,463,21,"3-04-01",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1339_A_1_",21,131227.149107824,396.118969473162,21,43,NA,131227.149107824,72808.0535482784,NA,396.118969473162,319.866067849578,NA,"IFN"
"71","9_1341",23796,186347,21,"9_1341_A_1",12853.2323311328,9199.63799841789,26.4802632620329,519.906147433525,0,0,63.6619772367581,159.154943091895,70.7355302630646,198.059484736581,14.1471060526129,14.1471060526129,0,24.7222164896141,17.6948051948052,25.4655893933721,19.1306818181818,1341,"A","1",1,8,4,4,0,NA,NA,NA,NA,NA,NA,3,"5",1,"IFN3","9_1341",9,NA,NA,0,1985,"J","0006",1997,"","1-2",2003,475,1,1,1,90,75,1,2,2,2,2,4,"04/07/03 00:00:00","12/30/99 11:37:00",1,2,1,1,6,3,NA,NA,"A","P","","0",NA,60,0,3.5,0,1,"1",2,"PARCELA LOCALIZADA POR PIES IFN2 Y FOTOS AEREAS.NO SE LE DA OCUPACION AL SAUCE POR SER MUY ESCASO.
SE CORRIGE CALIDAD Y FORMA A PIE N.22.",4,59,"04/07/03 00:00:00","12/30/99 09:53:13","04/07/03 00:00:00","12/30/99 11:48:26",115,274,25,225,10,179351,16,25,179351,15,26,"D",5,"A1",37,475,21,"3-04-07",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1341_A_1_",21,257051.316304714,488.075158815146,21,43,NA,257051.316304714,7751.31631561548,NA,488.075158815146,31.8309886183791,NA,"IFN"
"73","9_1342",23800,186349,21,"9_1342_A_1",10843.4495100726,5999.016016583,16.2017826583036,626.009442828122,0,127.323954473516,159.154943091895,254.647908947033,84.8826363156775,0,0,0,0,17.3215430442794,9.58294812532101,18.1529001231415,15.4242424242424,1342,"A","1",1,10,4,2,35,7,3,NA,NA,NA,NA,2,"J",1,"IFN3","9_1342",9,NA,NA,0,1985,"J","0006",1997,"","2-1",2003,475,1,1,2,95,85,1,1,2,3,1,4,"03/03/03 00:00:00","12/30/99 12:41:00",1,2,1,1,6,3,NA,NA,"3","O","R","0",NA,10,0,4.5,0,3,"1",2,"REJON LOCALIZADO POR FOTOS AEREAS, CROQUIS, SILICONA Y POR PIES IFN2. REJON LOCALIZADO A 20 M RUMBO 190 DEL PINCHAZO DE LA FOTO AEREA. LA EDAD ES CALCULADA A PARTIR DE LOS DATOS IFN2. PIES N.9, 19 Y 29 DIAMETROS Y ALTURA COMPROBADOS. PIE CON RUMBO 296, NO  ENTRA POR DIAMETRO PARA 225 MM. PIE N.31 FORMA Y CALIDAD  COMPROBADAS. LA REGENERACION ESTA COMPROBADA. CERCA DE LA PARCELA HAY ENEBRO COMUN Y SAUCE. HAY FRESAS SILVESTRES Y MUSGOS.  LOS PIES 888 ESTAN CORTADOS, TRONZADOS Y APILADOS JUNTO A SU CORRESPONDIENTE TOCON. LA PARCELA ESTA EN MEDIO DE UNA VIA DE SACA.",25,52,"03/03/03 00:00:00","12/30/99 11:18:23","03/03/03 00:00:00","12/30/99 12:49:44",91,274,295,95,10,352825,24,17,352825,23,18,"D",5,"A1",36,475,21,"3-03-03",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1342_A_1_",21,162017.826583036,626.009442828122,21,NA,NA,162017.826583036,NA,NA,626.009442828122,NA,NA,"IFN"
"74","9_1343",23801,186350,21,"9_1343_A_1",15879.1527127035,11896.9123774036,27.5493277389163,735.649514735872,0,0,63.6619772367581,445.633840657307,155.618166578742,70.7355302630646,0,0,0,21.5852146907277,16.1719842657343,21.8361005628051,17.4886363636364,1343,"A","1",1,10,4,4,0,NA,NA,NA,NA,NA,NA,3,"5",1,"IFN3","9_1343",9,NA,NA,0,1985,"J","0007",1997,"","2-1",2003,303,1,1,1,100,90,1,1,2,3,1,5,"02/26/03 00:00:00","12/30/99 16:20:00",1,2,1,1,2,3,NA,NA,"0","I","0","0",NA,5,0,3.5,0,2,"1",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR SILICONA, CENTRANDO CON PIES CON PARAMETRO ESPECIAL. LA FUENTE DE INFORMACION DE LA EDAD ES A PARTIR DE IFN2. HAY UNA VIA DE SACA EN LA PARCELA.  HAY HELECHOS. PIE N.12 BIFURCADO POR ENCIMA DE 6 M. EN LOS PIES  BIFURCADOS POR DEBAJO SE HAN CORTADO LOS DOMINADOS. SE OBSERVA PODA NATURAL HASTA 8 M. HAY 2 PIES DESCOPADOS POR EL VIENTO. EN EL SUELO HAY RESTOS DE CORTAS Y TOCONES EN ESTADO MUY AVANZADO DE DESCOMPOSICION.",25,52,"02/26/03 00:00:00","12/30/99 13:58:36","02/26/03 00:00:00","12/30/99 16:23:24",145,274,360,160,10,352825,34,7,352825,33,8,"D",5,"A1",36,303,21,"3-02-26",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1343_A_1_",21,275493.277389163,735.649514735872,21,NA,NA,275493.277389163,NA,NA,735.649514735872,NA,NA,"IFN"
"75","9_1351",23804,186366,21,"9_1351_A_1",15036.9220436306,9314.58323509537,25.0429983432235,717.965632170106,0,0,31.8309886183791,572.957795130823,99.0297423682904,14.1471060526129,0,0,0,20.9437908583178,12.9735781459919,21.0739717635209,13.7784090909091,1351,"A","1",1,10,4,3,0,NA,NA,NA,NA,NA,NA,3,"5",1,"IFN3","9_1351",9,NA,NA,0,1985,"J","0007",1997,"","2-1",2003,475,1,1,1,100,90,1,1,2,3,1,5,"02/26/03 00:00:00","12/30/99 12:56:00",1,2,1,1,3,3,NA,NA,"A","0","0","0",NA,257,0,5.2,0,2,"1",2,"REJON LOCALIZADO POR FOTOS AEREAS Y POR PIES BIFURCADOS EN IFN2. PIE N.38, SE HA INCLINADO, POR ESO SE CAMBIA LA DISTANCIA. EL MATORRAL ESTA COMPROBADO. HAY RESTOS DE LAS CORTAS EN ESTADO MUY AVANZADO DE DESCOMPOSICION. SE OBSERVAN BREZOS SECOS. EN LA PARCELA HAY ERICA AUSTRALIS Y MUSGO. HAY PIES PINTADOS DE LA ANTIGUA CORTA.",25,52,"02/26/03 00:00:00","12/30/99 10:40:31","02/26/03 00:00:00","12/30/99 13:02:38",142,274,290,90,10,352825,36,5,352825,35,6,"D",5,"A1",36,475,21,"3-02-26",2003,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1351_A_1_",21,250429.983432235,717.965632170106,21,NA,NA,250429.983432235,NA,NA,717.965632170106,NA,NA,"IFN"
